Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"423921";"521749S/N5S/NS/NS/N181";"FOX SAÚDE ASSISTÊNCIA MÉDICA INTEGRADA LTDA";"FOX SAÚDE";"Medicina de Grupo";"Rua Estado de Israel";"262";"Sala S/N9S/N6";"Ilha do Leite";"Recife";"PE";"5S/NS/N7S/N415";"21";"395354S/N6";;"Joao.figueiredo@foxsaude.com.br";"JOÃO DE FIGUEIREDO PEREIRA CURADO";"SOCIO ADMINISTRADOR ";;"2S/N24-S/N3-25"
"419818";"S/N9S/N3S/N5S/NS/NS/NS/NS/N14S/N";"FR PLANO ODONTOLÓGICO LTDA";"LODONTO ESPAÇO DO SORRISO";"Odontologia de Grupo";"RUA EULÁLIA SILVA";"138";"3º ANDAR";"JARDIM FACULDADE";"Sorocaba";"SP";"18S/N3S/N23S/N";"12";"34263335";;"MRMAGACHO@IG.COM.BR";"MAURICIO RICCIOPPO MAGACHO";"SóCIO ADMINISTRADOR";5;"2S/N15-S/N7-14"
"37S/N592";"S/N26183S/N3S/NS/NS/N1S/N6";"FUNASA SAÚDE";"FUNASA SAÚDE";"Medicina de Grupo";"AV.EPITÁCIO PESSOA";"125S/N";"SL4S/N8 E OUTRAS";"TORRE";"João Pessoa";"PB";"58S/N39S/N4S/N";"83";"3243S/N911";"3244422S/N";"diretoria@funasasaude.com.br";"DANIELITA PINTO DE MORAIS";"PRESIDENTE";5;"1998-12-28"
"329665";"S/NS/N58S/N481S/NS/NS/N151";"FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV";"CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE";"Autogestão";"AV. PRINCESA ISABEL";"574";"Sl 13S/N3 a 1314 - BLOCO A - ED. PALAS CEN";"CENTRO";"Vitória";"ES";"29S/N1S/N93S/N";"27";"212239S/NS/N";"21223931";"faleconosco@capitalprev.com.br";"ALINE FARDIM BORELLI";"DIRETORA DE SEGURIDADE";5;"1998-12-28"
"41S/N292";"6S/N499365S/NS/NS/N134";"FUNDACAO LEONOR DE BARROS CAMARGO";"FUNDACAO LEONOR DE BARROS CAMARGO";"Filantropia";"AV.SAO GABRIEL ";"2S/N1";"16.ª ANDAR CONJ. 16S/N6";"JARDIM PAULISTA";"São Paulo";"SP";"S/N1435S/NS/N1";"19";"38S/N182S/NS/N";"38S/N182S/NS/N";"haoc@haoc.org.br";"RENATO SARGO";"SUPERINTENDENTE";5;"1999-12-2S/N"
"3S/N7751";"12585261S/NS/NS/N1S/N8";"FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV";"COMPESAPREV";"Autogestão";"RUA AUGUSTO RODRIGUES";"6S/N";;"TORREÃO";"Recife";"PE";"52S/N3S/N18S/N";"81";"33662434";"33662422";"compesaprev@compesaprev.com.br";"ALEXANDRE ARAUJO DE MORAES";"DIRETOR PRESIDENTE";3;"1998-12-28"
"315567";"S/NS/N66S/N9S/N3S/NS/NS/N1S/N7";"FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG";"FUNDAFFEMG";"Autogestão";"RUA SERGIPE";"893";;"FUNCIONÁRIOS";"Belo Horizonte";"MG";"3S/N13S/N171";"S/N3";"121S/N35858";"121S/N3589S/N";"fundaffemg@fundaffemg.com.br";"MUNIR NACIF MITRE";"DIRETOR PRESIDENTE";3;"1998-12-21"
"346926";"S/NS/N6281S/N7S/NS/NS/N189";"FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA";"FUNDAÇÃO ASSEFAZ";"Autogestão";"SCS QD. 4 BLOCO A ED. ASSEFAZ";"1";;"ASA SUL";"Brasília";"DF";"7S/N3S/N49S/N8";"61";"3218S/N1S/NS/N";"3218S/N1S/N5";"assefaz@assefaz.org.br";"GILDENORA BATISTA DANTAS";"DIRETORA PRESIDENTE";1;"1998-12-16"
"315S/N44";"82956996S/NS/NS/N178";"FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS";"FUNDAÇÃO CELESC";"Autogestão";"AV. HERCILIO LUZ";"639";"7 ANDAR";"CENTRO";"Florianópolis";"SC";"88S/N2S/NS/NS/NS/N";"48";"3221951S/N";"3221951S/N";"dvrs@celos.com.br";"PAULO CÉSAR DA SILVEIRA";"Diretor de Seguridade";6;"1998-12-21"
"315478";"62465117S/NS/NS/N1S/N6";"FUNDAÇÃO CESP";"VIVEST";"Autogestão";"ALAMEDA SANTOS";"2477";"1S/N º ANDAR";"CERQUEIRA CESAR";"São Paulo";"SP";"S/N14199S/N7";"11";"3S/N6831S/NS/N";"3S/N683S/N49";"saude@vivest.com.br";"WALTER MENDES DE OLIVEIRA FILHO";"DIRETOR PRESIDENTE";2;"1998-12-29"
"317233";"4216S/N192S/NS/NS/N143";"FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL";"FACHESF";"Autogestão";"RUA DO PAISSANDU";"58";;"BOA VISTA";"Recife";"PE";"5S/NS/N7S/N2S/N5";"81";"34127555";;"ans@fachesf.com.br";"ARMANDO JOSÉ PEREIRA DE BARROS";"PRESIDENTE";3;"1998-12-24"
"355151";"75S/N5494S/NS/NS/NS/N162";"FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL";"FUNDAÇÃO COPEL";"Autogestão";"RUA TREZE DE MAIO";"616";;"SÃO FRANCISCO";"Curitiba";"PR";"8S/N51S/NS/N3S/N";"41";"38836S/NS/NS/N";"38836S/N18";"ans@fcopel.org.br";"HEMERSON LUIZ BARBOSA PEDROSO";"DIRETOR DE SEGURIDADE";3;"1998-12-29"
"339636";"S/NS/N397695S/NS/NS/N197";"FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES";"FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES";"Autogestão";"AV REPÚBLICA DO CHILE";"23S/N";"5º. 8º E 9º  ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N3117S/N";"21";"382S/N52S/NS/N";;"fernanda.farias@fapes.com.br";"MARCELO DE FIGUEIREDO ALVES";"Diretor de Seguridade";4;"1998-12-24"
"42S/N7S/N1";"25S/N63964S/NS/NS/N1S/NS/N";"FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL";"FAS/AMP/RS";"Autogestão";"AV. AURELIANO DE FIGUEIREDO PINTO";"5S/N1";;"PRAIA DE BELAS";"Porto Alegre";"RS";"9S/NS/N5S/N191";"51";"3S/N222434";;"contato@fasamprs.com.br";"CLAUDIO BONATTO";"DIRETOR PRESIDENTE";3;"2S/N17-S/N1-27"
"311359";"S/NS/N3S/N4148S/NS/NS/N11S/N";"FUNDAÇÃO DE SAÚDE ITAIGUAPY";"HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SAÚDE ITAMED";"Medicina de Grupo";"AV. GRAMADO";"58S/N";;"VILA ""A""";"Foz do Iguaçu";"PR";"8586S/N46S/N";"45";"35768S/N11";"35768S/N6S/N";"diretoria@hmcc.com.br";"GILMA R DE OLIVEIRA";"DIRETOR SUPERINTENDENTE";3;"1998-12-23"
"33S/N8S/N9";"31787625S/NS/NS/N179";"FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST";"FUNSSEST";"Autogestão";"AV. BRIGADEIRO EDUARDO GOMES";"526";"POLO INDUSTRIAL TUBARÃO";"SERRA";"Serra";"ES";"2916S/N9S/N4";"27";"3348121S/N";"33282245";"saude.odonto@funssest.com.br";"ALESSANDRA CRISTINA DE OLIVEIRA COSTA";"DIRETORA EXECUTIVA";6;"1998-12-29"
"418285";"12838821S/NS/NS/N18S/N";"FUNDAÇÃO FIAT SAÚDE E BEM ESTAR";"STELLANTIS SAUDE MG";"Autogestão";"AV. CONTORNO";"3455";" GALPãO 6. 2º ANDAR. PARTE A";"PAULO CAMILO";"Betim";"MG";"326699S/NS/N";"31";"34S/N23812";;"juridicostellantissaude@stellantis.com";"CRISTIANE DE OLIVEIRA ROQUE PAIXÃO";"REPRESENTANTE LEGAL";4;"2S/N11-11-1S/N"
"323942";"2615S/N979S/NS/NS/N178";"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO";"HOSPITAL ARNALDO GAVAZZA FILHO";"Filantropia";"AV. DR. JOSE GROSSI";"16";;"GUARAPIRANGA";"Ponte Nova";"MG";"3543S/N213";"31";"38195S/NS/NS/N";"38195S/NS/N1";"hagf@gavazza.com.br";"LUCIMAR REGINA DE OLIVEIRA FONSECA";"SUPERINTENDENTE EXECUTIVO ADJ";5;"1998-12-3S/N"
"378216";"2S/N1195S/N9S/NS/NS/N165";"FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL";"FUNDAÇÃO LIBERTAS";"Autogestão";"AV. ÁLVARES CABRAL";"2S/NS/N";"8º ANDAR";"CENTRO";"Belo Horizonte";"MG";"3S/N17S/NS/NS/NS/N";"31";"211137S/NS/N";"21113687";"compliance@fundacaolibertas.com.br";"RODRIGO EUSTAQUIO BARBOSA BARATA";"DIRETOR PRESIDENTE";4;"1998-12-28"
"4185S/N1";"144S/N8631S/NS/NS/N159";"FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA";"PLAMHUV";"Medicina de Grupo";"TRAVESSA DR. FELÍCIO BRANDI";"22";"LOJA S/N1 - ED REGINA LOPES DOS SANTOS";"CENTRO";"Viçosa";"MG";"3657S/NS/NS/NS/N";;;;"plamhuv@plamhuv.com.br";"JULISMAR MARQUES DIVINO";"REPRESENTANTE LEGAL";6;"2S/N12-S/N5-S/N3"
"338648";"77375897S/NS/NS/N162";"FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL";"FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL";"Autogestão";"Rua Emiliano Perneta";"777";;"CENTRO";"Curitiba";"PR";"8S/N42S/NS/N8S/N";"41";"33S/N791S/NS/N";;"nju@fusan.com.br";"CLÁUDIA TRINDADE";"DIRETORA PRESIDENTE";3;"1998-12-17"
"312126";"738S/N9352S/NS/NS/N166";"FUNDAÇÃO SAÚDE ITAÚ";"FUNDAÇÃO SAÚDE ITAÚ";"Autogestão";"RUA CURITIBA";"689";"11º ANDAR";"CENTRO";"Belo Horizonte";"MG";"3S/N17S/N12S/N";"11";"27331283";;"fabiana.duarte@itau-unibanco.com.br";"DIEGO ALTAREJO MUNHOZ";"REPRESENTANTE";1;"1998-12-17"
"339954";"198784S/N4S/NS/NS/N1S/NS/N";"FUNDAÇÃO SÃO FRANCISCO XAVIER";"HOSPITAL MÁRCIO CUNHA";"Filantropia";"AV. KIYOSHI TSUNAWAKI";"41";;"BAIRRO DAS ÀGUAS";"Ipatinga";"MG";"3516S/N158";"31";"38299S/N5S/N";"38251264";"usisaude@fsfx.com.br";"FLAVIANO FEU VENTORIM";"Diretor Presidente";4;"1998-12-16"
"418129";"13S/N26S/N81S/NS/NS/N14S/N";"FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO";"FAMEH/MP";"Autogestão";"RUA MENDEL";"3S/N6";"SALA 1";"CARANDÁ BOSQUE I";"Campo Grande";"MS";"79S/N3232S/N";"67";"33263882";;"fameh.mp@fameh.org.br";"EDGAR ROBERTO LEMOS DE MIRANDA";"DIRETOR PRESIDENTE";3;"2S/N11-S/N7-13"
"414689";"S/N4839S/N91S/NS/NS/N1S/N4";"FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC";"FAMED";"Autogestão";"RUA ANTONIO AUGUSTO";"1271";"SL 3S/N1";"ALDEOTA";"Fortaleza";"CE";"6S/N11S/N37S/N";"85";"32521826";"32521118";"saudefamed@gmail.com";"JOSÉ EDMAR LIMA MELO";"PRESIDENTE";5;"2S/NS/N3-1S/N-17"
"4S/N9286";"68687722S/NS/NS/N1S/N8";"G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP";"LIFE LAGOS SAUDE";"Medicina de Grupo";"AVENIDA SÃO PEDRO ";"455";;"ESTAÇÃO ";"São Pedro da Aldeia";"RJ";"2894S/NS/NS/NS/N";"S/N2";"226211165";"226211165";"administracao@lifelagos.com.br";"TERESINHA GOMES DA SILVA";"SOCIA GERENTE";6;"1999-1S/N-22"
"419443";"16692996S/NS/NS/N183";"G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME";;"Administradora de Benefícios";"RUA DA ASSEMBLEIA ";"1S/N";"SALAS 2S/NS/N1 A 2S/NS/N3";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N11S/NS/NS/N";"21";"35531692";;"juridico@g2cadministradora.com.br";"SERGIO BASTOS GUIMARÃES";"ADMINISTRADOR";3;"2S/N14-S/N8-13"
"4S/N7S/N11";"S/N2S/NS/N9924S/NS/NS/N184";"GAMA SAUDE LTDA.";"GAMA SAUDE LTDA.";"Medicina de Grupo";"ALAMEDA XINGU";"512";"17 ANDAR. SALA 17S/N4";"ALPHAVILLE CENTRO INDUSTRIAL E";"Barueri";"SP";"S/N6455S/N3S/N";"11";"33368624";"41977862";"juridico.gama@gamasaude.com.br";"LEONARDO SERVOLO DE OLIVEIRA";"DIRETOR";1;"1999-S/N8-S/N3"
"343S/N64";"45572583S/NS/NS/N163";"GARANTIA DE SAÚDE LTDA";"GARANTIA DE SAÚDE";"Medicina de Grupo";"RUA AMÉRICO GOMES DA COSTA";"114";;"VILA AMERICANA";"São Paulo";"SP";"S/N8S/N1S/N12S/N";"11";"2S/N5885S/NS/N";;"demandainicial.ans@garantiasaude.com.br";"JOSE KRAUTHAMER";"DIRETOR";4;"1998-12-22"
"419931";"1S/N547779S/NS/NS/N113";"GEAC - GERENCIAMENTO EMPRESARIAL LTDA";;"Administradora de Benefícios";"RUA DOM PEDRO II";"54";"SALA 5S/N6";"CENTRO";"Santos";"SP";"11S/N1S/NS/N8S/N";"13";"32335351";;"joaobolzan@uol.com";"JOÃO BOLZAN NETO";"ADMINISTRADOR";6;"2S/N15-1S/N-28"
"323S/N8S/N";"S/N3658432S/NS/NS/N182";"GEAP AUTOGESTÃO EM SAÚDE";"GEAP";"Autogestão";"TERRAÇO SHOPPING SHC-AO SUL. EA S/N2/S/N8 LO";"S/N5";"TR.B 3º ANDAR";"OCTOGONAL SUL";"Brasília";"DF";"7S/N66S/N9S/NS/N";"61";"21S/N34569";;"ans@geap.com.br";"DOUGLAS VICENTE FIGUEREDO";"DIRETOR-PRESIDENTE";1;"1998-12-22"
"424226";"39734514S/NS/NS/N1S/N6";"GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.";;"Administradora de Benefícios";"RUA BARÃO DE ITAPETININGA";"125";"CONJ. 11";"REPUBLICA";"São Paulo";"SP";"1S/N42S/NS/N1S/N";"11";"9788169768";;"gestaovidaadm@gmail.com";"CLAUDINEI GONCALEZ";"SOCIO ADMINISTRADOR";;"2S/N24-12-16"
"423S/N76";"436S/N7343S/NS/NS/N121";"GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA";;"Administradora de Benefícios";"RUA DO CARMO";"S/N8";"6 ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N11S/N2S/N";;;;"diretoria@gestaoplanodesaude.com.br";"MATHEUS MOURA DE LIMA";"REPRESENTANTE LEGAL";;"2S/N21-1S/N-26"
"416819";"5851231S/NS/NS/NS/N175";"GKN DO BRASIL LTDA";;"Autogestão";"RUA JOAQUIM SILVEIRA";"557";"PARQUE SAO SEBASTIAO";"PASSO DA MANGUEIRA";"Porto Alegre";"RS";"91S/N6S/N32S/N";"51";"33499491";"3349921S/N";"claudio.raiter@gkndriveline.com";"CLAUDIO FERNANDO CIPOLATTI RAITER";"DIRETOR DE RH";4;"2S/NS/N9-S/N1-16"
"422258";"31S/N69197S/NS/NS/N149";"GLOBAL-AL ADMINISTRADORA DE BENEFÍCIOS LTDA";"GLOBAL ADMINISTRADORA DE BENEFÍCIOS LTDA";"Administradora de Benefícios";"R Doutor Pedro Correia";"S/N5";"Sala S/N9";"Centro";"Arapiraca";"AL";"573S/NS/N4S/NS/N";"82";"996964S/N41";;"administracao@globalalbeneficios.com.br";"ANTONIO SOARES RODRIGUES NETO";"Administrador";6;"2S/N2S/N-S/N8-S/N4"
"422681";"4S/N187311S/NS/NS/N126";"GOCARE PLANOS DE SAUDE LTDA";;"Medicina de Grupo";"RUA ERASMO BRAGA";"1175";;"JARDIM CHAPADAO";"Campinas";"SP";"13S/N7S/N147";"19";"31992588";;"presidencia@gocaresaude.com.br";"TÂNIA MARA MACHADO ANTONIO";"sócia administradora";;"2S/N21-S/N3-S/N4"
"423726";"5S/N3542S/NS/NS/NS/NS/N11S/N";"GOLD PLAN EMPREENDIMENTOS LTDA";"GOLD PLAN.";"Odontologia de Grupo";"RUA ANTONIO NOVATO";"16";"SALA 4";"CENTRO";"Pará de Minas";"MG";"3566S/NS/NS/N8";"37";"32317525";;"comercial@goldplanodonto.com.br";"THIAGO SOARES DA COSTA";"DIRETOR PRESIDENTE";;"2S/N23-S/N9-25"
"3S/N9222";"31925548S/NS/NS/N176";"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA";"ASSIM SAÚDE";"Medicina de Grupo";"AV. PRESIDENTE VARGAS ";"914";"LOJAS A e B. salas 31S/N.41S/N.51S/N.61S/N.71S/N";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N71S/NS/N1";"21";"21S/N29781";"21S/N29722";"assim@assim.com.br";"CÉSAR ROBERTO MIRANDA RODRIGUES";"DIRETOR FINANCEIRO";3;"1998-12-18"
"41316S/N";"S/N4165719S/NS/NS/N133";"GS PLANO GLOBAL DE SAÚDE LTDA";"GS";"Medicina de Grupo";"RUA FERNANDO BIZZOTO";"9S/N";"A";"CENTRO";"Nova Friburgo";"RJ";"28613S/N4S/N";"22";"252455S/NS/N";;"planogs@planogs.com.br";"JOSÉ CARLOS VERBICÁRIO DANTAS DOS SANTOS JÚNIOR";"DIRETOR ADMINISTRATIVO";5;"2S/NS/N1-S/N2-16"
"35S/N249";"S/N2668512S/NS/NS/N156";"H.B. SAÚDE S/A.";"HB SAÚDE";"Medicina de Grupo";"AV. JOSÉ MUNIA";"625S/N";;"JARDIM FRANCISCO FERNANDES";"São José do Rio Preto";"SP";"15S/N9S/N275";;;;"cians@hapvida.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE LEGAL DA OPERADORA";5;"1998-12-16"
"423122";"2S/N973213S/NS/NS/N1S/N7";"H2U ADMINISTRADORA DE BENEFICIOS LTDA.";"H2U ADMINISTRADORA";"Administradora de Benefícios";"RUA PEDRO ALVIM";"55-A";"SALA 2";"VILA JUNQUEIRA";"Atibaia";"SP";"1294171S/N";"11";"947339391";;"alex@searoute.com.br";"ALEX SANDRO RONCALLE CONSONI FERREIRA";"ADMINISTRADOR";5;"2S/N22-S/N1-S/N4"
"368253";"63554S/N67S/NS/NS/N198";"HAPVIDA ASSISTENCIA MEDICA S.A.";"HAPVIDA";"Medicina de Grupo";"AV HERÁCLITO GRAÇA";"4S/N6";"2º ANDAR";"CENTRO";"Fortaleza";"CE";"6S/N14S/NS/N6S/N";"85";"32559189";;"ans.ndi@hapvida.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE DA PESSOA JURÍDICA JUNTO A";5;"1998-12-17"
"414352";"S/N5S/N11316S/NS/NS/N1S/NS/N";"HBC SAÚDE LTDA.";"HBC SAÚDE";"Medicina de Grupo";"AVENIDA GUARULHOS";"239";;"PARQUE ESTRELA - CENTRO";"Guarulhos";"SP";"S/N7S/N23S/NS/NS/N";"11";"24423344";"26S/N32177";"controladoria@hbcsaude.com.br";"FABIO FARINELLI";"REPRESENTANTE LEGAL";6;"2S/NS/N2-S/N8-S/N6"
"417611";"1S/N846369S/NS/NS/N173";"HEALTH ADMINISTRADORA DE BENEFICIOS LTDA";;"Administradora de Benefícios";"RUA CONCEIÇÃO DE MONTE ALEGRE";"198";"CONJ 91 - 9º ANDAR";"BROOKLIN PAULISTA";"São Paulo";"SP";"S/N4563S/N6S/N";"11";"3777247S/N";;"health@healthbr.com.br";"ARNALDO DA SILVA CESAR COUTINHO";"ADMINISTRADOR";6;"2S/N1S/N-11-S/N4"
"421723";"27S/N47334S/NS/NS/N177";"HEALTH-MED SISTEMA DE SAUDE LTDA";"HEALTH-MED";"Medicina de Grupo";"AVENIDA RIO BRANCO";"125";"15º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N4S/NS/NS/N6";"21";"3613S/NS/NS/N1";;"juridico-nw@healthmedsaude.com.br";"MARIA GERALDINE COUCEIRO";"SOCIA ADMINISTRADORA";4;"2S/N19-S/N4-3S/N"
"4193S/N3";"18918915S/NS/NS/N146";"HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME";;"Administradora de Benefícios";"RUA CONSELHEIRO CRISPINIANO";"69";"SALA 72";"REPUBLICA";"São Paulo";"SP";"S/N1S/N37S/NS/N1";"11";"31512488";"31512488";"TONYYRODRIGO@HOTMAIL.COM";"ANTONIO RODRIGUES FILHO";"SóCIO ADMINISTRADOR";2;"2S/N14-S/N2-25"
"42367S/N";"4996S/N8S/N4S/NS/NS/N121";"HES PLANO DE SAUDE LTDA";;"Odontologia de Grupo";"RUA VILAGRA CABRITA";"986";"SALA C";"CENTRO";"Ji-Paraná";"RO";"769S/NS/NS/N18";"69";"34221788";;"planodontohes@gmail.com";"SANDRO LUCIO DA SILVA";"ADMINISTRADOR";;"2S/N23-S/N8-S/N7"
"424137";"54579S/N8S/NS/NS/NS/N1S/NS/N";"HOME ADMINISTRADORA DE BENEFÍCIOS LTDA";"HOME BENEFICIOS";"Administradora de Benefícios";"AV PRESIDENTE GETULIO VARGAS";"27S/N7";"SALA S/N4";"CENTRO";"Floresta";"PR";"8712S/NS/NS/NS/N";"44";"3S/N3151517";;"contas@cdmseguros.com.br";"ORLANDO TELLES WHATELY";"Sócio Administrador";;"2S/N24-S/N6-17"
"416398";"S/NS/N885918S/NS/NS/N165";"HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA";"INTERMED";"Medicina de Grupo";"RUA AMAPÁ";"65";;"ILHOTAS";"Teresina";"PI";"64S/NS/N114S/N";;;;"assuntosregulatorios@intermed-pi.com.br";"NEWTON NUNES DE LIMA FILHO";"REPRESENTANTE JUNTO À ANS";5;"2S/NS/N7-S/N9-26"
"3147S/N6";"22263S/N81S/NS/NS/N155";"HOSPITAL CESAR LEITE";"HOSPITAL CESAR LEITE";"Filantropia";"PRAÇA DR CÉSAR LEITE";"383";;"CENTRO";"Manhuaçu";"MG";"369S/NS/NS/NS/NS/N";"33";"333117S/NS/N";"3331347S/N";"plancelhcl@gmail.com";"LEANDRO SATLER CAMPOS";"DIRETOR DO PLANCEL";6;"1998-12-22"
"42S/N93S/N";"77893469S/NS/NS/N121";"HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO";"HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO";"Filantropia";"RUA MARECHAL FLORIANO PEIXOTO";"1S/N59";;"CENTRO";"Guarapuava";"PR";"85S/N1S/N27S/N";"42";"362178S/NS/N";;"direcao@hospitalsaovicente.org.br";"HUBERTO JOSÉ LIMBERGER";"PROVEDOR";5;"2S/N17-1S/N-25"
"341941";"9S/N619818S/NS/NS/N18S/N";"HOSPITAL DE PRONTOCLINICA LTDA.";"HOSPITAL DE PRONTOCLINICA LTDA.";"Medicina de Grupo";"RUA ARTHUR LEITE";"37";;"CENTRO";"Passo Fundo";"RS";"99S/N2S/N22S/N";"54";"331351S/NS/N";"543135492";"planodesaude@prontoclinicas.com.br";"JULMAR INACIO BIANCINI";"RESPONSAVEL TECNICO";6;"1998-12-22"
"421626";"1667652S/NS/NS/NS/N159";"HOSPITAL MATER DEI SA ";;"Autogestão";"Rua Mato Grosso";"11S/NS/N";"S/N";"Santo Agostinho";"Belo Horizonte";"MG";"3S/N19S/NS/N88";"31";"33399199";;"materdeisaude@materdei.com.br";"HENRIQUE MORAES SALVADOR SILVA";"Diretor Presidente";;"2S/N19-S/N2-18"
"424129";"S/N32845S/N5S/NS/NS/N113";"HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO";"HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO";"Filantropia";"Av. Cel. João Coelho";"299";;"Centro";"Barbalha";"CE";"63S/N9S/NS/NS/N9";"88";"988428868";;"projetos@saovicente.org.br";"SHAIRON ALEXANDRE LANDIM ROLIM";"Representante da Operador";;"2S/N24-S/N6-17"
"363189";"S/N3S/N44492S/NS/NS/N1S/N5";"HOSPITAL S.P. LTDA.";"PRONTOCLÍNICA";"Medicina de Grupo";"RUA BENTO GONÇALVES ";"578";"CONJ. 91S/N";"CENTRO";"Passo Fundo";"RS";"99S/N1S/NS/N1S/N";"54";"84S/N16629";;"seta.hospitalsp@gmail.com";"JULMAR INÁCIO BIANCINI";"SOCIO DIRETOR";5;"1998-12-22"
"342955";"2978S/N384S/NS/NS/N194";"HSMED SAUDE LTDA";"HSMED SAÚDE";"Medicina de Grupo";"AV. PASTOR MARTIN LUTHER KING JUNIOR";"7.4S/N6";;"IRAJÁ";"Rio de Janeiro";"RJ";"21235S/NS/NS/N";;;;"direcao.climesa@gmail.com";"PABLO LIMA DE MENDONCA";"SOCIO ADMINISTRADOR";4;"1999-S/N1-S/N6"
"423343";"46316638S/NS/NS/N137";"HUB HEALTH ADMINISTRADORA DE BENEFICIOS LTDA ";"HUB HEALTH  ";"Administradora de Benefícios";"AVENIDA RIO BRANCO";"26";"SBL";"CENTRO";"Rio de Janeiro";"RJ";"2S/NS/N9S/NS/NS/N1";;;;"ronaldo@dcampos.com.br";"VALDEMES MARIA BEZERRA DA SILVA ";"SOCIA - ADMINISTRADORA";;"2S/N22-S/N7-21"
"34818S/N";"95642179S/NS/NS/N197";"HUMANA SAÚDE LTDA.";"HUMANA SAÚDE";"Medicina de Grupo";"AVENIDA BRASIL";"3825";;"ZONA S/N1";"Maringá";"PR";"S/N1431S/NS/N1";"44";"3S/N282S/NS/NS/N";;"fabio.hirota@athenasaude.com.br";"FÁBIO MINAMISAWA HIROTA";"REPRESENTANTE";1;"1998-12-22"
"357511";"S/NS/N361325S/NS/NS/N1S/N8";"HUMANA SAÚDE NORDESTE LTDA. ";"HUMANA SAUDE";"Medicina de Grupo";"AV. FREI SERAFIM";"2155";;"CENTRO";"Teresina";"PI";"64S/NS/NS/NS/N2S/N";"86";"32232233";"3223744S/N";"humana@humanasaude.com.br";"FÁBIO MINAMISAWA HIROTA";"REPRESENTANTE";2;"1998-12-29"
"417S/N5S/N";"S/N9298S/N37S/NS/NS/N112";"IBBCA 2S/NS/N8 GESTÃO EM SAÚDE LTDA";"IBBCA GESTÃO";"Administradora de Benefícios";"AV. JOSÉ SILVA DE AZEVEDO NETO";"2S/NS/N";"EVOLUTION 3 BL. 2 GRUPOS 1S/N1. 1S/N3 E 1S/N8";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22775S/N56";"21";"361324S/NS/N";"3974555S/N";"monica.bispo@ibbca.com.br";"MONICA BASUS BISPO";"REPRESENTANTE";4;"2S/NS/N9-S/N7-31"
